member_id,email,first_name,last_name,phone,plan_code,enrolled_date,status,_loaded_at
d3470e0f-618f-4697-b4fb-2a311861a348,kevin.howard74@hotmail.com,Kevin,Howard,614-826-7843,BASIC,2023-04-10,ACTIVE,2026-03-10 09:00:23
9e76bd4b-dca4-4fc2-a32c-3be2c10e497f,carol.perez59@icloud.com,Carol,Perez,906-470-2443,DELUXE,2021-08-05,ACTIVE,2026-03-10 09:00:23
7e6bea11-ac2a-445f-90bc-cf2fc7328d31,nicole.evans11@icloud.com,Nicole,Evans,605-991-6083,DELUXE,2022-03-30,ACTIVE,2026-03-10 09:00:23
6a2cf6bb-9331-4426-afad-250fcd3f55bc,nancy.martinez82@icloud.com,Nancy,Martinez,316-643-9355,BASIC,2025-05-09,ACTIVE,2026-03-10 09:00:23
180de648-3844-45b7-8aac-189b3bfc7137,charles.walker19@gmail.com,Charles,Walker,462-302-3842,DELUXE,2025-04-06,PAUSED,2026-03-10 09:00:23
1a90849a-6548-408a-aa5e-82e0b7236d64,barbara.thompson60@hotmail.com,Barbara,Thompson,972-677-8354,DELUXE,2024-03-02,ACTIVE,2026-03-10 09:00:23
7a9cdb53-0bd2-4a3b-8694-5b274b78848c,samantha.adams20@outlook.com,Samantha,Adams,650-169-8682,DELUXE,2022-09-13,PAUSED,2026-03-10 09:00:23
32ac5dbe-74e8-44ee-b0f9-8daef505814d,nicole.davis65@outlook.com,Nicole,Davis,275-417-8565,DELUXE,2021-04-27,ACTIVE,2026-03-10 09:00:23
736e0910-9f97-42f8-b659-fdf25b5aea22,andrew.martinez79@gmail.com,Andrew,Martinez,808-619-7299,DELUXE,2024-02-10,CANCELLED,2026-03-10 09:00:23
834de950-6778-403d-877c-b16cab502fb2,jennifer.stewart84@icloud.com,Jennifer,Stewart,392-429-8792,DELUXE,2021-05-07,ACTIVE,2026-03-10 09:00:23
f5975ad2-836a-4b05-ab41-5abd1829dff7,amanda.hernandez83@icloud.com,Amanda,Hernandez,376-140-5059,DELUXE,2023-06-19,ACTIVE,2026-03-10 09:00:23
a766884c-51dd-4c6f-8cd1-45c1ac072bd4,benjamin.lee48@outlook.com,Benjamin,Lee,489-496-7697,ULTIMATE,2024-10-22,ACTIVE,2026-03-10 09:00:23
b0c20088-d7c9-4402-bd8e-dbefe3225ca7,brian.rodriguez13@outlook.com,Brian,Rodriguez,771-794-7333,BASIC,2025-01-22,PAUSED,2026-03-10 09:00:23
ef699c92-704c-4d45-aba9-bb04067e5535,helen.martin11@outlook.com,Helen,Martin,796-779-3317,ULTIMATE,2022-09-28,CANCELLED,2026-03-10 09:00:23
4019d1e8-565b-4272-9a4a-d666a83d91b2,edward.taylor91@icloud.com,Edward,Taylor,286-417-7171,DELUXE,2022-11-04,PAUSED,2026-03-10 09:00:23
a865f6de-f9fd-4cfc-91c7-879fbadecd1b,anna.lopez66@hotmail.com,Anna,Lopez,570-118-6940,DELUXE,2022-03-15,ACTIVE,2026-03-10 09:00:23
8a575ae2-5f80-43d8-ae1f-85e332c8319b,nicholas.harris18@yahoo.com,Nicholas,Harris,358-179-5846,ULTIMATE,2021-07-27,ACTIVE,2026-03-10 09:00:23
1a564902-1807-4c50-b6e0-5dfecc8f8ade,brenda.cooper85@gmail.com,Brenda,Cooper,544-997-3147,DELUXE,2021-11-12,ACTIVE,2026-03-10 09:00:23
22e0693e-f83e-4950-83b3-8514e3dfaa5a,samantha.perez6@hotmail.com,Samantha,Perez,620-473-4891,ULTIMATE,2024-06-04,ACTIVE,2026-03-10 09:00:23
3337878c-7f55-4fd5-8398-ce0ff063ed7d,cynthia.robinson31@icloud.com,Cynthia,Robinson,516-928-8684,ULTIMATE,2022-02-02,ACTIVE,2026-03-10 09:00:23
ca06e3fe-55cb-4d06-a1f5-e5ee055619bd,emma.edwards99@hotmail.com,Emma,Edwards,488-896-7256,DELUXE,2023-05-08,CANCELLED,2026-03-10 09:00:23
10cc09d9-657b-427c-b616-4eb3ff9fe767,margaret.richardson33@yahoo.com,Margaret,Richardson,253-756-8873,ULTIMATE,2024-02-10,CANCELLED,2026-03-10 09:00:23
45da0be7-4a49-4fdb-b946-5e55bd3ff19e,jonathan.thomas11@outlook.com,Jonathan,Thomas,981-264-5469,DELUXE,2023-11-18,ACTIVE,2026-03-10 09:00:23
8c91a609-c21a-47d8-ac72-07c33c24119d,laura.lopez58@yahoo.com,Laura,Lopez,557-127-7797,BASIC,2023-10-26,ACTIVE,2026-03-10 09:00:23
ea3756d6-6bde-45a4-b1ea-7674349424e4,stephanie.hernandez29@outlook.com,Stephanie,Hernandez,228-426-2623,ULTIMATE,2024-08-24,ACTIVE,2026-03-10 09:00:23
4d05e6e0-9ead-4a0f-83cb-0f4eb55abf70,charles.moore37@gmail.com,Charles,Moore,683-812-3273,ULTIMATE,2023-08-19,ACTIVE,2026-03-10 09:00:23
41040e04-0ea7-4496-82d3-6f08dfa18a00,james.hernandez33@gmail.com,James,Hernandez,420-955-3449,DELUXE,2025-01-29,ACTIVE,2026-03-10 09:00:23
4c8939a0-660a-40b3-a2a3-4cb1cecceea3,jeffrey.anderson31@outlook.com,Jeffrey,Anderson,508-224-1782,BASIC,2024-08-01,PAUSED,2026-03-10 09:00:23
0c7185fd-7260-401f-a656-f771f933c8d2,jacob.rodriguez64@gmail.com,Jacob,Rodriguez,811-648-1269,DELUXE,2024-03-23,ACTIVE,2026-03-10 09:00:23
c4364337-7712-4541-8ba3-19d0304f2dd3,charles.nguyen1@hotmail.com,Charles,Nguyen,829-461-4941,DELUXE,2022-01-19,ACTIVE,2026-03-10 09:00:23
7e512abf-ca91-44da-9605-73409740158c,william.cooper9@outlook.com,William,Cooper,738-657-9312,ULTIMATE,2023-11-06,ACTIVE,2026-03-10 09:00:23
1cae16fd-cf79-48c0-9055-d2f5641055f8,stephanie.nguyen82@gmail.com,Stephanie,Nguyen,596-482-5155,DELUXE,2023-01-02,PAUSED,2026-03-10 09:00:23
4ec231b0-e414-4c01-9673-36f079fb9f57,george.walker99@gmail.com,George,Walker,795-852-6447,BASIC,2022-12-23,ACTIVE,2026-03-10 09:00:23
68b6f80e-1a10-4804-9623-0892fc395731,daniel.morris81@hotmail.com,Daniel,Morris,386-930-3209,BASIC,2025-05-09,CANCELLED,2026-03-10 09:00:23
ee0cca9d-f620-433e-9fb5-39552b7c5e2c,john.nguyen6@yahoo.com,John,Nguyen,404-142-6170,ULTIMATE,2023-11-22,ACTIVE,2026-03-10 09:00:23
ddd7aba3-1902-4ed1-b6a7-8fea2542f6bb,brenda.nguyen5@outlook.com,Brenda,Nguyen,971-762-4131,BASIC,2025-05-19,ACTIVE,2026-03-10 09:00:23
46f459c5-9616-4486-8fa6-da7d7c788747,brian.wright48@gmail.com,Brian,Wright,647-509-8204,ULTIMATE,2023-03-03,ACTIVE,2026-03-10 09:00:23
28550c5b-444a-4c18-977c-16eb0b5c4a2e,betty.cook48@hotmail.com,Betty,Cook,731-373-2353,DELUXE,2021-06-11,ACTIVE,2026-03-10 09:00:23
dc90e683-ffb0-4b60-950c-931c7aa748e5,betty.bailey42@outlook.com,Betty,Bailey,305-181-6372,DELUXE,2022-09-20,ACTIVE,2026-03-10 09:00:23
bc266595-4fe7-41f4-8ceb-38dfef2863b5,jeffrey.perez45@hotmail.com,Jeffrey,Perez,657-143-6776,DELUXE,2023-06-10,ACTIVE,2026-03-10 09:00:23
76f9b880-5bce-4790-9fbf-5fee1197a03e,linda.martinez47@hotmail.com,Linda,Martinez,725-920-3621,ULTIMATE,2021-10-20,PAUSED,2026-03-10 09:00:23
ae1e9c5f-2bde-45e2-b388-8c3f3a513e00,ryan.jones9@yahoo.com,Ryan,Jones,441-897-7001,DELUXE,2024-03-07,ACTIVE,2026-03-10 09:00:23
6b4dd01b-e7ab-43b8-8575-6accdea518a7,lisa.stewart48@outlook.com,Lisa,Stewart,654-881-2259,DELUXE,2023-12-21,ACTIVE,2026-03-10 09:00:23
be9da58b-c145-48e6-b632-078ada42f648,kevin.scott15@yahoo.com,Kevin,Scott,226-853-4048,DELUXE,2023-03-04,CANCELLED,2026-03-10 09:00:23
e33a2ab2-56ff-4b3c-99bd-f95da0fdcf77,sarah.king91@outlook.com,Sarah,King,656-319-5678,DELUXE,2023-10-03,ACTIVE,2026-03-10 09:00:23
4ada8afb-1f56-4b98-9f59-108c3ade07f0,karen.martinez23@hotmail.com,Karen,Martinez,930-555-2438,ULTIMATE,2022-10-17,ACTIVE,2026-03-10 09:00:23
7f5cddf1-54db-42fe-af5a-d173b92294fb,david.bell38@icloud.com,David,Bell,507-971-3580,DELUXE,2024-12-05,ACTIVE,2026-03-10 09:00:23
67f36335-4be2-458a-8dd0-e72ee3e238aa,timothy.morgan16@yahoo.com,Timothy,Morgan,405-911-3275,BASIC,2023-10-09,ACTIVE,2026-03-10 09:00:23
